lr,feature_subsample,tree_depth,n_grid,Loss,MC ERR,#Output
1.0,0.6,2.0,50.0,0.031018781008064662,0.004699258628841638,14.6
1.0,0.6,2.0,75.0,0.03113626167000319,0.004987260520094561,22.6
1.0,0.6,2.0,100.0,0.03108748689931761,0.005003395271867609,22.3
1.0,0.7000000000000001,1.0,10.0,0.03182782520664622,0.01782226477541362,2.2
1.0,0.7000000000000001,1.0,20.0,0.03110553300806466,0.006322724586288376,4.6
1.0,0.7000000000000001,1.0,30.0,0.030934343725164737,0.004016921985815604,6.5
1.0,0.7000000000000001,1.0,50.0,0.030885847372130855,0.0037700302600472873,8.9
1.0,0.7000000000000001,1.0,75.0,0.030931196945022894,0.004320726241134751,14.6
1.0,0.7000000000000001,1.0,100.0,0.030943048563620214,0.003912489361702123,17.1
1.0,0.7000000000000001,2.0,10.0,0.03189108950924669,0.017041711583924656,5.3
1.0,0.7000000000000001,2.0,20.0,0.031277668469057565,0.0074619964539007185,9.6
1.0,0.7000000000000001,2.0,30.0,0.0311556981774894,0.005222713947990547,13.3
1.0,0.7000000000000001,2.0,50.0,0.03102222403406939,0.004614286052009473,12.9
1.0,0.7000000000000001,2.0,75.0,0.03115181513257214,0.004610252482269504,22.0
1.0,0.7000000000000001,2.0,100.0,0.03111346170782825,0.0047628106382978696,25.0
1.0,0.8,1.0,10.0,0.03180547627047601,0.017496650118203373,2.3
1.0,0.8,1.0,20.0,0.031069843646362533,0.006316407801418446,4.5
1.0,0.8,1.0,30.0,0.030931194473785693,0.004067352245862884,6.5
1.0,0.8,1.0,50.0,0.03088310131066513,0.003678746572104017,9.8
1.0,0.8,1.0,75.0,0.030933958174337313,0.0042416113475177335,13.9
1.0,0.8,1.0,100.0,0.030930107183005557,0.003899847754137116,15.6
1.0,0.8,2.0,10.0,0.03191026681421123,0.017368744680851297,5.1
1.0,0.8,2.0,20.0,0.03115576303170532,0.007054547281323856,8.0
1.0,0.8,2.0,30.0,0.031071314568348347,0.005471229314420808,11.7
1.0,0.8,2.0,50.0,0.030973315513974826,0.003967980614657223,12.1
1.0,0.8,2.0,75.0,0.031039163734621,0.004249044917257685,20.1
1.0,0.8,2.0,100.0,0.031108874615629674,0.004549430969267135,21.8
1.0,0.9,1.0,10.0,0.031804150502154495,0.01759834278959814,2.2
1.0,0.9,1.0,20.0,0.0310757554666935,0.0061744527186761294,4.0
1.0,0.9,1.0,30.0,0.03093248998205993,0.004099037825059098,6.2
1.0,0.9,1.0,50.0,0.03092732194423487,0.003876326713947989,9.1
1.0,0.9,1.0,75.0,0.030915209452509102,0.003822400000000001,13.5
1.0,0.9,1.0,100.0,0.030920183135724234,0.003769332860520095,16.1
